Dummy_Name,Biological_Name
gene_3346,CD38
gene_3347,CD3D
gene_3348,CD3EAP
gene_3349,CD3E
gene_3350,CD3G
gene_3351,CD40LG
gene_3352,CD40
gene_3353,CD44
gene_3354,CD46
gene_3355,CD47
gene_3356,CD48
gene_3357,CD4
gene_3358,CD52
gene_3359,CD53
gene_3360,CD55
gene_3361,CD58
gene_3362,CD59
gene_3363,CD5L
gene_3364,CD5
gene_3365,CD63
gene_3366,CD68
gene_3367,CD69
gene_3368,CD6
gene_3369,CD70
gene_3370,CD72
gene_3371,CD74
gene_3372,CD79A
gene_3373,CD79B
gene_3374,CD7
gene_3375,CD80
gene_3376,CD81
gene_3377,CD82
gene_3378,CD83
gene_3379,CD84
gene_3380,CD86
gene_3381,CD8A
gene_3382,CD8B
gene_3383,CD93
gene_3384,CD96
gene_3385,CD97
gene_3386,CD99L2
gene_3387,CD99
gene_3388,CD9
gene_3389,CDADC1
gene_3390,CDAN1
gene_3391,CDA
gene_3392,CDC123
gene_3393,CDC14A
gene_3394,CDC14B
gene_3395,CDC14C
gene_3396,CDC16
gene_3397,CDC20B
gene_3398,CDC20
gene_3399,CDC23
gene_3400,CDC25A
gene_3401,CDC25B
gene_3402,CDC25C
gene_3403,CDC26
gene_3404,CDC27
gene_3405,CDC34
gene_3406,CDC37L1
gene_3407,CDC37
gene_3408,CDC40
gene_3409,CDC42BPA
gene_3410,CDC42BPB
gene_3411,CDC42BPG
gene_3412,CDC42EP1
gene_3413,CDC42EP2
gene_3414,CDC42EP3
gene_3415,CDC42EP4
gene_3416,CDC42EP5
gene_3417,CDC42SE1
gene_3418,CDC42SE2
gene_3419,CDC42
gene_3420,CDC45
gene_3421,CDC5L
gene_3422,CDC6
gene_3423,CDC73
gene_3424,CDC7
gene_3425,CDCA2
gene_3426,CDCA3
gene_3427,CDCA4
gene_3428,CDCA5
gene_3429,CDCA7L
gene_3430,CDCA7
gene_3431,CDCA8
gene_3432,CDCP1
gene_3433,CDCP2
gene_3434,CDH10
gene_3435,CDH11
gene_3436,CDH12
gene_3437,CDH13
gene_3438,CDH15
gene_3439,CDH16
gene_3440,CDH17
gene_3441,CDH18
gene_3442,CDH19
gene_3443,CDH1
gene_3444,CDH20
gene_3445,CDH22
gene_3446,CDH23
gene_3447,CDH24
gene_3448,CDH26
gene_3449,CDH2
gene_3450,CDH3
gene_3451,CDH4
gene_3452,CDH5
gene_3453,CDH6
gene_3454,CDH7
gene_3455,CDH8
gene_3456,CDH9
gene_3457,CDHR1
gene_3458,CDHR2
gene_3459,CDHR3
gene_3460,CDHR4
gene_3461,CDHR5
gene_3462,CDIPT
gene_3463,CDK10
gene_3464,CDK11A
gene_3465,CDK11B
gene_3466,CDK12
gene_3467,CDK13
gene_3468,CDK14
gene_3469,CDK15
gene_3470,CDK16
gene_3471,CDK17
gene_3472,CDK18
gene_3473,CDK19
gene_3474,CDK1
gene_3475,CDK20
gene_3476,CDK2AP1
gene_3477,CDK2AP2
gene_3478,CDK2
gene_3479,CDK3
gene_3480,CDK4
gene_3481,CDK5R1
gene_3482,CDK5R2
gene_3483,CDK5RAP1
gene_3484,CDK5RAP2
gene_3485,CDK5RAP3
gene_3486,CDK5
gene_3487,CDK6
gene_3488,CDK7
gene_3489,CDK8
gene_3490,CDK9
gene_3491,CDKAL1
gene_3492,CDKL1
gene_3493,CDKL2
gene_3494,CDKL3
gene_3495,CDKL4
gene_3496,CDKL5
gene_3497,CDKN1A
gene_3498,CDKN1B
gene_3499,CDKN1C
gene_3500,CDKN2AIPNL
gene_3501,CDKN2AIP
gene_3502,CDKN2A
gene_3503,CDKN2BAS
gene_3504,CDKN2B
gene_3505,CDKN2C
gene_3506,CDKN2D
gene_3507,CDKN3
gene_3508,CDNF
gene_3509,CDO1
gene_3510,CDON
gene_3511,CDR1
gene_3512,CDR2L
gene_3513,CDR2
gene_3514,CDRT15P
gene_3515,CDRT15
gene_3516,CDRT1
gene_3517,CDRT4
gene_3518,CDS1
gene_3519,CDS2
gene_3520,CDSN
gene_3521,CDT1
gene_3522,CDV3
gene_3523,CDX1
gene_3524,CDX2
gene_3525,CDX4
gene_3526,CDY1B
gene_3527,CDY1
gene_3528,CDY2B
gene_3529,CDYL2
gene_3530,CDYL
gene_3531,CEACAM16
gene_3532,CEACAM18
gene_3533,CEACAM19
gene_3534,CEACAM1
gene_3535,CEACAM20
gene_3536,CEACAM21
gene_3537,CEACAM22P
gene_3538,CEACAM3
gene_3539,CEACAM4
gene_3540,CEACAM5
gene_3541,CEACAM6
gene_3542,CEACAM7
gene_3543,CEACAM8
gene_3544,CEBPA
gene_3545,CEBPB
gene_3546,CEBPD
gene_3547,CEBPE
gene_3548,CEBPG
gene_3549,CEBPZ
gene_3550,CECR1
gene_3551,CECR2
gene_3552,CECR4
gene_3553,CECR5
gene_3554,CECR6
gene_3555,CECR7
gene_3556,CELA1
gene_3557,CELA2A
gene_3558,CELA2B
gene_3559,CELA3A
gene_3560,CELA3B
gene_3561,CELF1
gene_3562,CELF2
gene_3563,CELF3
gene_3564,CELF4
gene_3565,CELF5
gene_3566,CELF6
gene_3567,CELP
gene_3568,CELSR1
gene_3569,CELSR2
gene_3570,CELSR3
gene_3571,CEL
gene_3572,CEMP1
gene_3573,CEND1
gene_3574,CENPA
gene_3575,CENPBD1
gene_3576,CENPB
gene_3577,CENPC1
gene_3578,CENPE
gene_3579,CENPF
gene_3580,CENPH
gene_3581,CENPI
gene_3582,CENPJ
gene_3583,CENPK
gene_3584,CENPL
gene_3585,CENPM
gene_3586,CENPN
gene_3587,CENPO
gene_3588,CENPP
gene_3589,CENPQ
gene_3590,CENPT
gene_3591,CENPV
gene_3592,CENPW
gene_3593,CEP110
gene_3594,CEP120
gene_3595,CEP135
gene_3596,CEP152
gene_3597,CEP164
gene_3598,CEP170L
gene_3599,CEP170
gene_3600,CEP192
gene_3601,CEP250
gene_3602,CEP290
gene_3603,CEP350
gene_3604,CEP55
gene_3605,CEP57
gene_3606,CEP63
gene_3607,CEP68
gene_3608,CEP70
gene_3609,CEP72
gene_3610,CEP76
gene_3611,CEP78
gene_3612,CEP97
gene_3613,CEPT1
gene_3614,CER1
gene_3615,CERCAM
gene_3616,CERKL
gene_3617,CERK
gene_3618,CES1
gene_3619,CES2
gene_3620,CES3
gene_3621,CES4
gene_3622,CES7
gene_3623,CES8
gene_3624,CETN1
gene_3625,CETN2
gene_3626,CETN3
gene_3627,CETN4P
gene_3628,CETP
gene_3629,CFB
gene_3630,CFC1B
gene_3631,CFDP1
gene_3632,CFD
gene_3633,CFHR1
gene_3634,CFHR2
gene_3635,CFHR3
gene_3636,CFHR4
gene_3637,CFHR5
gene_3638,CFH
gene_3639,CFI
gene_3640,CFL1
gene_3641,CFL2
gene_3642,CFLAR
gene_3643,CFLP1
gene_3644,CFP
gene_3645,CFTR
gene_3646,CG030
gene_3647,CGA
gene_3648,CGB1
gene_3649,CGB2
gene_3650,CGB5
gene_3651,CGB7
gene_3652,CGB8
gene_3653,CGB
gene_3654,CGGBP1
gene_3655,CGNL1
gene_3656,CGN
gene_3657,CGREF1
gene_3658,CGRRF1
gene_3659,CH25H
gene_3660,CHAC1
gene_3661,CHAC2
gene_3662,CHADL
gene_3663,CHAD
gene_3664,CHAF1A
gene_3665,CHAF1B
gene_3666,CHAT
gene_3667,CHCHD10
gene_3668,CHCHD1
gene_3669,CHCHD2
gene_3670,CHCHD3
gene_3671,CHCHD4
gene_3672,CHCHD5
gene_3673,CHCHD6
gene_3674,CHCHD7
gene_3675,CHCHD8
gene_3676,CHD1L
gene_3677,CHD1
gene_3678,CHD2
gene_3679,CHD3
gene_3680,CHD4
gene_3681,CHD5
gene_3682,CHD6
gene_3683,CHD7
gene_3684,CHD8
gene_3685,CHD9
gene_3686,CHDH
gene_3687,CHEK1
gene_3688,CHEK2
gene_3689,CHERP
gene_3690,CHFR
gene_3691,CHGA
gene_3692,CHGB
gene_3693,CHI3L1
gene_3694,CHI3L2
gene_3695,CHIA
gene_3696,CHIC1
gene_3697,CHIC2
gene_3698,CHID1
gene_3699,CHIT1
gene_3700,CHKA
gene_3701,CHKB-CPT1B
gene_3702,CHKB
gene_3703,CHL1
gene_3704,CHML
gene_3705,CHMP1A
gene_3706,CHMP1B
gene_3707,CHMP2A
gene_3708,CHMP2B
gene_3709,CHMP4A
gene_3710,CHMP4B
gene_3711,CHMP4C
gene_3712,CHMP5
gene_3713,CHMP6
gene_3714,CHMP7
gene_3715,CHM
gene_3716,CHN1
gene_3717,CHN2
gene_3718,CHODL
gene_3719,CHORDC1
gene_3720,CHP2
gene_3721,CHPF2
gene_3722,CHPF
gene_3723,CHPT1
gene_3724,CHP
gene_3725,CHRAC1
gene_3726,CHRDL1
gene_3727,CHRDL2
gene_3728,CHRD
gene_3729,CHRFAM7A
gene_3730,CHRM1
gene_3731,CHRM2
gene_3732,CHRM3
gene_3733,CHRM4
gene_3734,CHRM5
gene_3735,CHRNA10
gene_3736,CHRNA1
gene_3737,CHRNA2
gene_3738,CHRNA3
gene_3739,CHRNA4
gene_3740,CHRNA5
gene_3741,CHRNA6
gene_3742,CHRNA7
gene_3743,CHRNA9
gene_3744,CHRNB1
gene_3745,CHRNB2
gene_3746,CHRNB3
gene_3747,CHRNB4
gene_3748,CHRND
gene_3749,CHRNE
gene_3750,CHRNG
gene_3751,CHST10
gene_3752,CHST11
gene_3753,CHST12
gene_3754,CHST13
gene_3755,CHST14
gene_3756,CHST15
gene_3757,CHST1
gene_3758,CHST2
gene_3759,CHST3
gene_3760,CHST4
gene_3761,CHST5
gene_3762,CHST6
gene_3763,CHST7
gene_3764,CHST8
gene_3765,CHST9
gene_3766,CHSY1
gene_3767,CHSY3
gene_3768,CHTF18
gene_3769,CHTF8
gene_3770,CHUK
gene_3771,CHURC1
gene_3772,CIAO1
gene_3773,CIAPIN1
gene_3774,CIB1
gene_3775,CIB2
gene_3776,CIB3
gene_3777,CIB4
gene_3778,CIC
gene_3779,CIDEA
gene_3780,CIDEB
gene_3781,CIDECP
gene_3782,CIDEC
gene_3783,CIITA
gene_3784,CILP2
gene_3785,CILP
gene_3786,CINP
gene_3787,CIR1
gene_3788,CIRBP
gene_3789,CIRH1A
gene_3790,CISD1
gene_3791,CISD2
gene_3792,CISD3
gene_3793,CISH
gene_3794,CITED1
gene_3795,CITED2
gene_3796,CITED4
gene_3797,CIT
gene_3798,CIZ1
gene_3799,CKAP2L
gene_3800,CKAP2
gene_3801,CKAP4
gene_3802,CKAP5
gene_3803,CKB
gene_3804,CKLF
gene_3805,CKMT1A
gene_3806,CKMT1B
gene_3807,CKMT2
gene_3808,CKM
gene_3809,CKS1B
gene_3810,CKS2
gene_3811,CLASP1
gene_3812,CLASP2
gene_3813,CLCA1
gene_3814,CLCA2
gene_3815,CLCA3P
gene_3816,CLCA4
gene_3817,CLCC1
gene_3818,CLCF1
gene_3819,CLCN1
gene_3820,CLCN2
gene_3821,CLCN3
gene_3822,CLCN4
gene_3823,CLCN5
gene_3824,CLCN6
gene_3825,CLCN7
gene_3826,CLCNKA
gene_3827,CLCNKB
gene_3828,CLC
gene_3829,CLDN10
gene_3830,CLDN11
gene_3831,CLDN12
gene_3832,CLDN14
gene_3833,CLDN15
gene_3834,CLDN16
gene_3835,CLDN17
gene_3836,CLDN18
gene_3837,CLDN19
gene_3838,CLDN1
gene_3839,CLDN20
gene_3840,CLDN22
gene_3841,CLDN23
gene_3842,CLDN25
gene_3843,CLDN2
gene_3844,CLDN3
gene_3845,CLDN4
gene_3846,CLDN5
gene_3847,CLDN6
gene_3848,CLDN7
gene_3849,CLDN8
gene_3850,CLDN9
gene_3851,CLDND1
gene_3852,CLDND2
gene_3853,CLEC10A
gene_3854,CLEC11A
gene_3855,CLEC12A
gene_3856,CLEC12B
gene_3857,CLEC14A
gene_3858,CLEC16A
gene_3859,CLEC17A
gene_3860,CLEC18A
gene_3861,CLEC18B
gene_3862,CLEC18C
gene_3863,CLEC1A
gene_3864,CLEC1B
gene_3865,CLEC2A
gene_3866,CLEC2B
gene_3867,CLEC2D
gene_3868,CLEC2L
gene_3869,CLEC3A
gene_3870,CLEC3B
gene_3871,CLEC4A
gene_3872,CLEC4C
gene_3873,CLEC4D
gene_3874,CLEC4E
gene_3875,CLEC4F
gene_3876,CLEC4GP1
gene_3877,CLEC4G
gene_3878,CLEC4M
gene_3879,CLEC5A
gene_3880,CLEC6A
gene_3881,CLEC7A
gene_3882,CLEC9A
gene_3883,CLECL1
gene_3884,CLGN
gene_3885,CLIC1
gene_3886,CLIC2
gene_3887,CLIC3
gene_3888,CLIC4
gene_3889,CLIC5
gene_3890,CLIC6
gene_3891,CLINT1
gene_3892,CLIP1
gene_3893,CLIP2
gene_3894,CLIP3
gene_3895,CLIP4
gene_3896,CLK1
gene_3897,CLK2P
gene_3898,CLK2
gene_3899,CLK3
gene_3900,CLK4
gene_3901,CLLU1OS
gene_3902,CLLU1
gene_3903,CLMN
gene_3904,CLN3
gene_3905,CLN5
gene_3906,CLN6
gene_3907,CLN8
gene_3908,CLNK
gene_3909,CLNS1A
gene_3910,CLOCK
gene_3911,CLP1
gene_3912,CLPB
gene_3913,CLPP
gene_3914,CLPS
gene_3915,CLPTM1L
gene_3916,CLPTM1
gene_3917,CLPX
gene_3918,CLRN1OS
gene_3919,CLRN1
gene_3920,CLRN2
gene_3921,CLRN3
gene_3922,CLSPN
gene_3923,CLSTN1
gene_3924,CLSTN2
gene_3925,CLSTN3
gene_3926,CLTA
gene_3927,CLTB
gene_3928,CLTCL1
gene_3929,CLTC
gene_3930,CLUAP1
gene_3931,CLUL1
gene_3932,CLU
gene_3933,CLVS1
gene_3934,CLVS2
gene_3935,CLYBL
gene_3936,CMA1
gene_3937,CMAH
gene_3938,CMAS
gene_3939,CMBL
gene_3940,CMC1
gene_3941,CMIP
gene_3942,CMKLR1
gene_3943,CMPK1
gene_3944,CMPK2
gene_3945,CMTM1
gene_3946,CMTM2
gene_3947,CMTM3
gene_3948,CMTM4
gene_3949,CMTM5
gene_3950,CMTM6
gene_3951,CMTM7
gene_3952,CMTM8
gene_3953,CMYA5
gene_3954,CN5H6.4
gene_3955,CNBD1
gene_3956,CNBP
gene_3957,CNDP1
gene_3958,CNDP2
gene_3959,CNFN
gene_3960,CNGA1
gene_3961,CNGA2
gene_3962,CNGA3
gene_3963,CNGA4
gene_3964,CNGB1
gene_3965,CNGB3
gene_3966,CNIH2
gene_3967,CNIH3
gene_3968,CNIH4
gene_3969,CNIH
gene_3970,CNKSR1
gene_3971,CNKSR2
gene_3972,CNKSR3
gene_3973,CNN1
gene_3974,CNN2
gene_3975,CNN3
gene_3976,CNNM1
gene_3977,CNNM2
gene_3978,CNNM3
gene_3979,CNNM4
gene_3980,CNOT10
gene_3981,CNOT1
gene_3982,CNOT2
gene_3983,CNOT3
gene_3984,CNOT4
gene_3985,CNOT6L
gene_3986,CNOT6
gene_3987,CNOT7
gene_3988,CNOT8
gene_3989,CNO
gene_3990,CNPY1
gene_3991,CNPY2
gene_3992,CNPY3
gene_3993,CNPY4
gene_3994,CNP
gene_3995,CNR1
gene_3996,CNR2
gene_3997,CNRIP1
gene_3998,CNST
gene_3999,CNTD1
gene_4000,CNTD2
gene_4001,CNTFR
gene_4002,CNTF
gene_4003,CNTLN
gene_4004,CNTN1
gene_4005,CNTN2
gene_4006,CNTN3
gene_4007,CNTN4
gene_4008,CNTN5
gene_4009,CNTN6
gene_4010,CNTNAP1
gene_4011,CNTNAP2
gene_4012,CNTNAP3
gene_4013,CNTNAP4
gene_4014,CNTNAP5
gene_4015,CNTROB
gene_4016,COASY
gene_4017,COBLL1
gene_4018,COBL
gene_4019,COBRA1
gene_4020,COCH
gene_4021,COG1
gene_4022,COG2
gene_4023,COG3
gene_4024,COG4
gene_4025,COG5
gene_4026,COG6
gene_4027,COG7
gene_4028,COG8
gene_4029,COIL
gene_4030,COL10A1
gene_4031,COL11A1
gene_4032,COL11A2
gene_4033,COL12A1
gene_4034,COL13A1
gene_4035,COL14A1
gene_4036,COL15A1
gene_4037,COL16A1
gene_4038,COL17A1
gene_4039,COL18A1
gene_4040,COL19A1
gene_4041,COL1A1
gene_4042,COL1A2
gene_4043,COL20A1
gene_4044,COL21A1
gene_4045,COL22A1
gene_4046,COL23A1
gene_4047,COL24A1
gene_4048,COL25A1
gene_4049,COL27A1
gene_4050,COL28A1
gene_4051,COL29A1
gene_4052,COL2A1
gene_4053,COL3A1
gene_4054,COL4A1
gene_4055,COL4A2
gene_4056,COL4A3BP
gene_4057,COL4A3
gene_4058,COL4A4
gene_4059,COL4A5
gene_4060,COL4A6
gene_4061,COL5A1
gene_4062,COL5A2
gene_4063,COL5A3
gene_4064,COL6A1
gene_4065,COL6A2
gene_4066,COL6A3
gene_4067,COL6A4P2
gene_4068,COL6A6
gene_4069,COL7A1
gene_4070,COL8A1
gene_4071,COL8A2
gene_4072,COL9A1
gene_4073,COL9A2
gene_4074,COL9A3
gene_4075,COLEC10
gene_4076,COLEC11
gene_4077,COLEC12
gene_4078,COLQ
gene_4079,COMMD10
gene_4080,COMMD1
gene_4081,COMMD2
gene_4082,COMMD3
gene_4083,COMMD4
gene_4084,COMMD5
gene_4085,COMMD6
gene_4086,COMMD7
gene_4087,COMMD8
gene_4088,COMMD9
gene_4089,COMP
gene_4090,COMTD1
gene_4091,COMT
gene_4092,COPA
gene_4093,COPB1
gene_4094,COPB2
gene_4095,COPE
gene_4096,COPG2
gene_4097,COPG
gene_4098,COPS2
gene_4099,COPS3
gene_4100,COPS4
gene_4101,COPS5
gene_4102,COPS6
gene_4103,COPS7A
gene_4104,COPS7B
gene_4105,COPS8
gene_4106,COPZ1
gene_4107,COPZ2
gene_4108,COQ10A
gene_4109,COQ10B
gene_4110,COQ2
gene_4111,COQ3
gene_4112,COQ4
gene_4113,COQ5
gene_4114,COQ6
gene_4115,COQ7
gene_4116,COQ9
gene_4117,CORIN
gene_4118,CORO1A
gene_4119,CORO1B
gene_4120,CORO1C
gene_4121,CORO2A
gene_4122,CORO2B
gene_4123,CORO6
gene_4124,CORO7
gene_4125,CORT
gene_4126,COTL1
gene_4127,COX10
gene_4128,COX11
gene_4129,COX15
gene_4130,COX16
gene_4131,COX17
gene_4132,COX18
gene_4133,COX19
gene_4134,COX4I1
gene_4135,COX4I2
gene_4136,COX4NB
gene_4137,COX5A
gene_4138,COX5B
gene_4139,COX6A1
gene_4140,COX6A2
gene_4141,COX6B1
gene_4142,COX6B2
gene_4143,COX6C
gene_4144,COX7A1
gene_4145,COX7A2L
gene_4146,COX7A2
gene_4147,COX7B2
gene_4148,COX7B
gene_4149,COX7C
gene_4150,COX8A
gene_4151,COX8C
gene_4152,CP110
gene_4153,CPA1
gene_4154,CPA2
gene_4155,CPA3
gene_4156,CPA4
gene_4157,CPA5
gene_4158,CPA6
gene_4159,CPAMD8
gene_4160,CPB1
gene_4161,CPB2
gene_4162,CPD
gene_4163,CPEB1
gene_4164,CPEB2
gene_4165,CPEB3
gene_4166,CPEB4
gene_4167,CPE
gene_4168,CPLX1
gene_4169,CPLX2
gene_4170,CPLX3
gene_4171,CPLX4
gene_4172,CPM
gene_4173,CPN1
gene_4174,CPN2
gene_4175,CPNE1
gene_4176,CPNE2
gene_4177,CPNE3
gene_4178,CPNE4
gene_4179,CPNE5
gene_4180,CPNE6
gene_4181,CPNE7
gene_4182,CPNE8
gene_4183,CPNE9
gene_4184,CPOX
gene_4185,CPO
gene_4186,CPPED1
gene_4187,CPS1
gene_4188,CPSF1
gene_4189,CPSF2
gene_4190,CPSF3L
gene_4191,CPSF3
gene_4192,CPSF4L
gene_4193,CPSF4
gene_4194,CPSF6
gene_4195,CPSF7
gene_4196,CPT1A
gene_4197,CPT1B
gene_4198,CPT1C
gene_4199,CPT2
gene_4200,CPVL
gene_4201,CPXCR1
gene_4202,CPXM1
gene_4203,CPXM2
gene_4204,CPZ
gene_4205,CP
gene_4206,CR1L
gene_4207,CR1
gene_4208,CR2
gene_4209,CRABP1
gene_4210,CRABP2
gene_4211,CRADD
gene_4212,CRAMP1L
gene_4213,CRAT
gene_4214,CRB1
gene_4215,CRB2
gene_4216,CRB3
gene_4217,CRBN
gene_4218,CRCP
gene_4219,CRCT1
gene_4220,CREB1
gene_4221,CREB3L1
gene_4222,CREB3L2
gene_4223,CREB3L3
gene_4224,CREB3L4
gene_4225,CREB3
gene_4226,CREB5
gene_4227,CREBBP
gene_4228,CREBL2
gene_4229,CREBZF
gene_4230,CREG1
gene_4231,CREG2
gene_4232,CRELD1
gene_4233,CRELD2
gene_4234,CREM
gene_4235,CRHBP
gene_4236,CRHR1
gene_4237,CRHR2
gene_4238,CRH
gene_4239,CRIM1
gene_4240,CRIP1
gene_4241,CRIP2
gene_4242,CRIP3
gene_4243,CRIPAK
gene_4244,CRIPT
gene_4245,CRISP1
gene_4246,CRISP2
gene_4247,CRISP3
gene_4248,CRISPLD1
gene_4249,CRISPLD2
gene_4250,CRKL
gene_4251,CRK
gene_4252,CRLF1
gene_4253,CRLF2
gene_4254,CRLF3
gene_4255,CRLS1
gene_4256,CRMP1
gene_4257,CRNKL1
gene_4258,CRNN
gene_4259,CROCCL1
gene_4260,CROCCL2
gene_4261,CROCC
gene_4262,CROT
gene_4263,CRP
gene_4264,CRTAC1
gene_4265,CRTAM
gene_4266,CRTAP
gene_4267,CRTC1
gene_4268,CRTC2
gene_4269,CRTC3
gene_4270,CRX
gene_4271,CRY1
gene_4272,CRY2
gene_4273,CRYAA
gene_4274,CRYAB
gene_4275,CRYBA1
gene_4276,CRYBA2
gene_4277,CRYBA4
gene_4278,CRYBB1
gene_4279,CRYBB2
gene_4280,CRYBB3
gene_4281,CRYBG3
gene_4282,CRYGA
gene_4283,CRYGB
gene_4284,CRYGC
gene_4285,CRYGD
gene_4286,CRYGN
gene_4287,CRYGS
gene_4288,CRYL1
gene_4289,CRYM
gene_4290,CRYZL1
gene_4291,CRYZ
gene_4292,CSAD
gene_4293,CSAG1
gene_4294,CSAG2
gene_4295,CSAG3
gene_4296,CSDAP1
gene_4297,CSDA
gene_4298,CSDC2
gene_4299,CSDE1
gene_4300,CSE1L
gene_4301,CSF1R
gene_4302,CSF1
gene_4303,CSF2RA
gene_4304,CSF2RB
gene_4305,CSF2
gene_4306,CSF3R
gene_4307,CSF3
gene_4308,CSGALNACT1
gene_4309,CSGALNACT2
gene_4310,CSH1
gene_4311,CSH2
gene_4312,CSHL1
gene_4313,CSK
gene_4314,CSMD1
gene_4315,CSMD2
gene_4316,CSMD3
gene_4317,CSN1S1
gene_4318,CSN1S2A
gene_4319,CSN2
gene_4320,CSN3
gene_4321,CSNK1A1L
gene_4322,CSNK1A1P
gene_4323,CSNK1A1
gene_4324,CSNK1D
gene_4325,CSNK1E
gene_4326,CSNK1G1
gene_4327,CSNK1G2
gene_4328,CSNK1G3
gene_4329,CSNK2A1P
gene_4330,CSNK2A1
gene_4331,CSNK2A2
gene_4332,CSNK2B
gene_4333,CSPG4PY2
gene_4334,CSPG4
gene_4335,CSPG5
gene_4336,CSPP1
gene_4337,CSRNP1
gene_4338,CSRNP2
gene_4339,CSRNP3
gene_4340,CSRP1
gene_4341,CSRP2BP
gene_4342,CSRP2
gene_4343,CSRP3
gene_4344,CST11
gene_4345,CST1
gene_4346,CST2
gene_4347,CST3
gene_4348,CST4
gene_4349,CST5
gene_4350,CST6
gene_4351,CST7
gene_4352,CST8
gene_4353,CST9L
gene_4354,CST9
gene_4355,CSTA
gene_4356,CSTB
gene_4357,CSTF1
gene_4358,CSTF2T
gene_4359,CSTF2
gene_4360,CSTF3
gene_4361,CSTL1
gene_4362,CSTT
gene_4363,CS
gene_4364,CT45A1
gene_4365,CT45A2
gene_4366,CT45A3
gene_4367,CT45A4
gene_4368,CT45A5
gene_4369,CT45A6
gene_4370,CT47A10
gene_4371,CT47A11
gene_4372,CT47A1
gene_4373,CT47A2
gene_4374,CT47A6
gene_4375,CT47A7
gene_4376,CT47A9
gene_4377,CT47B1
gene_4378,CT62
gene_4379,CTAG1B
gene_4380,CTAG2
gene_4381,CTAGE1
gene_4382,CTAGE4
gene_4383,CTAGE5
gene_4384,CTAGE6
gene_4385,CTAGE9
gene_4386,CTBP1
gene_4387,CTBP2
gene_4388,CTBS
gene_4389,CTCFL
gene_4390,CTCF
gene_4391,CTDP1
gene_4392,CTDSP1
gene_4393,CTDSP2
gene_4394,CTDSPL2
gene_4395,CTDSPL
gene_4396,CTF1
gene_4397,CTGF
gene_4398,CTHRC1
gene_4399,CTH
gene_4400,CTLA4
gene_4401,CTNNA1
gene_4402,CTNNA2
gene_4403,CTNNA3
gene_4404,CTNNAL1
gene_4405,CTNNB1
gene_4406,CTNNBIP1
gene_4407,CTNNBL1
gene_4408,CTNND1
gene_4409,CTNND2
gene_4410,CTNS
gene_4411,CTPS2
gene_4412,CTPS
gene_4413,CTR9
gene_4414,CTRB1
gene_4415,CTRB2
gene_4416,CTRC
gene_4417,CTRL
gene_4418,CTSA
gene_4419,CTSB
gene_4420,CTSC
gene_4421,CTSD
gene_4422,CTSE
gene_4423,CTSF
gene_4424,CTSG
gene_4425,CTSH
gene_4426,CTSK
gene_4427,CTSL1
gene_4428,CTSL2
gene_4429,CTSL3
gene_4430,CTSO
gene_4431,CTSS
gene_4432,CTSW
gene_4433,CTSZ
gene_4434,CTTNBP2NL
gene_4435,CTTNBP2
gene_4436,CTTN
gene_4437,CTU1
gene_4438,CTU2
gene_4439,CTXN1
gene_4440,CTXN2
gene_4441,CTXN3
gene_4442,CUBN
gene_4443,CUEDC1
gene_4444,CUEDC2
gene_4445,CUL1
gene_4446,CUL2
gene_4447,CUL3
gene_4448,CUL4A
gene_4449,CUL4B
gene_4450,CUL5
gene_4451,CUL7
gene_4452,CUL9
gene_4453,CUTA
gene_4454,CUTC
gene_4455,CUX1
gene_4456,CUX2
gene_4457,CUZD1
gene_4458,CWC15
gene_4459,CWC22
gene_4460,CWC25
gene_4461,CWC27
gene_4462,CWF19L1
gene_4463,CWF19L2
gene_4464,CWH43
gene_4465,CX3CL1
gene_4466,CX3CR1
gene_4467,CXADRP2
gene_4468,CXADRP3
gene_4469,CXADR
gene_4470,CXCL10
gene_4471,CXCL11
gene_4472,CXCL12
gene_4473,CXCL13
gene_4474,CXCL14
gene_4475,CXCL16
gene_4476,CXCL17
gene_4477,CXCL1
gene_4478,CXCL2
gene_4479,CXCL3
gene_4480,CXCL5
gene_4481,CXCL6
gene_4482,CXCL9
gene_4483,CXCR1
gene_4484,CXCR2P1
gene_4485,CXCR2
gene_4486,CXCR3
gene_4487,CXCR4
gene_4488,CXCR5
gene_4489,CXCR6
gene_4490,CXCR7
gene_4491,CXXC1
gene_4492,CXXC4
gene_4493,CXXC5
gene_4494,CXorf1
gene_4495,CXorf21
gene_4496,CXorf22
gene_4497,CXorf23
gene_4498,CXorf26
gene_4499,CXorf27
gene_4500,CXorf30
gene_4501,CXorf36
gene_4502,CXorf38
gene_4503,CXorf40A
gene_4504,CXorf40B
gene_4505,CXorf41
gene_4506,CXorf42
gene_4507,CXorf48
gene_4508,CXorf49B
gene_4509,CXorf50B
gene_4510,CXorf51
gene_4511,CXorf56
gene_4512,CXorf57
gene_4513,CXorf58
gene_4514,CXorf59
gene_4515,CXorf61
gene_4516,CXorf64
gene_4517,CXorf65
gene_4518,CXorf66
gene_4519,CYB561D1
gene_4520,CYB561D2
gene_4521,CYB561
gene_4522,CYB5A
gene_4523,CYB5B
gene_4524,CYB5D1
gene_4525,CYB5D2
gene_4526,CYB5R1
gene_4527,CYB5R2
gene_4528,CYB5R3
gene_4529,CYB5R4
gene_4530,CYB5RL
gene_4531,CYBASC3
gene_4532,CYBA
gene_4533,CYBB
